Ceerigaabo		3
Chenango		3
Cher		3
Chisago		3
City of Melville		3
City of Nedlands		3
Dalarna		3
Derwent Valley Council		3
District Council of Lower Eyre Peninsula		3
Division No. 7		3
Dønna		3
Door		3
Dublin City		3
Escambia		3
Farsund		3
Fortaleza		3
Furesø Municipality		3
Gentofte Municipality		3
Gibara		3
Girona		3
Gmunden		3
Greater Manchester		3
Hardin		3
Haute-Corse		3
Haute-Savoie		3
Hayes		3
Hays		3
Hoonah-Angoon		3
Iquique		3
Isla de Pinos		3
Islas Baleares		3
Jämtland		3
João Pessoa		3
Kaskazini A		3
Kirchdorf an der Krems		3
La Cañada De Urdaneta		3
Laclede		3
Las Pinas		3
Lausanne		3
Leksvik		3
Lemvig Municipality		3
Lugo		3
Lyngby-Taarbæk Municipality		3
Manatí		3
Maranguape		3
Mchenry		3
Menard		3
Mogadisho		3
Montes		3
Mountain Province		3
Moyne Shire		3
Næstved Municipality		3
Namakwa		3
Natal		3
Nord-du-Québec		3
North Caicos		3
Nwebaa		3
Oberfranken		3
Palena		3
Peixe		3
Petorca		3
Puerto Cabello		3
Ramanathapuram		3
Reynolds		3
Richardson		3
Rockhampton Regional		3
Saint Croix		3
Salzburg		3
Sanpete		3
Santa Rita		3
Sarpy		3
Scheibbs		3
Schoharie		3
Shire of Carnarvon		3
Shire of Ravensthorpe		3
Southcentral		3
Southern Dankalia		3
Southwest		3
Stjørdal		3
Strafford		3
Struer Municipality		3
Svendborg Municipality		3
Świnoujście		3
Taboga		3
Taitung		3
Tecomán		3
Tierra del Fuego		3
Trutnov District		3
Tualauta		3
Ultima Esperanza		3
Unterfranken		3
Uttara Kannada		3
Västra Götaland		3
Vesthimmerland Municipality		3
Westmoreland		3
Wien-Umgebung		3
Wolfe		3
Yalova Merkez		3
A Coruña		2
Affoltern		2
Ain Sebaa-Hay Mohammedi		2
Al Buraiqeh		2
Anna's Hope Village		2
Armidale Dumaresq Council		2
Ås		2
Auckland		2
Bahía de Banderas		2
Baie Malgache		2
Belknap		2
Benguet		2
Berlevåg		2
Bolivar		2
Boudry		2
Brazoria		2
Brevard Co.		2
Broadwater		2
Bukidnon		2
Bygland		2
Camarines Norte		2
Camarines Sur		2
Campbelltown City Council		2
Centro Habana		2
Chañaral		2
City of Albany		2
City of Charles Sturt		2
City of Marion		2
City of Wanneroo		2
Clarke		2
Clifton		2
Coffs Harbour City Council		2
Conwy		2
Cooper		2
Corpen Aike		2
Costa		2
County Down		2
Cuiabá		2
Dangme West		2
Dauphin		2
Deuel		2
District Council of the Copper Coast		2
Division No. 10		2
Dolinskiy		2
East End		2
East Sussex		2
Edmunds		2
El Collao		2
El Congo		2
Elgin		2
Emmendingen		2
Fako		2
Faulk		2
Fauske		2
Fillmore		2
Fingal		2
Folldal		2
Frederikssund Municipality		2
García		2
Gemeinde Mallnitz		2
Gießen		2
Gipuzkoa		2
Goodhue		2
Grad Beograd		2
Grand Traverse		2
Greater London		2
Gulen		2
Haifa		2
Hambantota		2
Hampden		2
Hautes-Pyrénées		2
Hol		2
Horten		2
Huatabampo		2
Hurum		2
Îles Tuamotu		2
Ilha Comprida		2
Interlaken		2
Inuvik Region		2
Ionia		2
Ipojuca		2
Isère		2
Juan Antonio Sotillo		2
Kaafu Atoll		2
Kapingamarangi		2
Kassel		2
Keewatin Region		2
Kerkennah		2
Ketchikan Gateway		2
kluczborski		2
København		2
Kolín District		2
Komárno		2
Kowloon City District		2
Kristiansand		2
Lachlan Shire Council		2
Lafourche		2
LaPorte		2
Larvik		2
Lázaro Cárdenas		2
Lemland		2
Limari		2
M'bour		2
Málaga		2
Manila		2
Mannar		2
Mantua		2
Marne		2
Maverick		2
Mccook		2
Meilen		2
Melbourne City		2
Menominee		2
Merrick		2
Meurthe-et-Moselle		2
Miaoli		2
Midsund		2
Miller		2
Mobile		2
Moen		2
Mossuril		2
Mumbai Suburban		2
Municipio Libertador de Caracas		2
myśliborski		2
Nassau		2
Neusiedl am See		2
Newcastle City Council		2
North Province		2
Northside		2
Occidental Mindoro		2
Oise		2
Opava District		2
Östergötland		2
Otoe		2
Ottawa		2
parczewski		2
Penghu		2
Pikine		2
Pomoni		2
Pontal do Paraná		2
Portland		2
Préfecture de Tanger-Assilah		2
Puttalam		2
Raa Atoll		2
Rauma		2
Redland City		2
Region of Queens		2
Ribero		2
Roberts		2
Rosales		2
Roskilde Municipality		2
Rudersdal Municipality		2
Saint Lucie		2
Salé		2
Samsø		2
San Antonio de Oriente		2
San Pedro		2
Santa Cruz Islands		2
Santiago		2
Saratoga		2
Sarthe		2
Searcy		2
Semily District		2
Serang		2
Sharm Ash Sheikh		2
Shire of Chittering		2
Signau		2
Sinanché		2
Somme		2
Soppeng		2
South Dagon		2
Southern District		2
St. Charles		2
Stavanger		2
Steigen		2
Steuben		2
Sua		2
Sullivan		2
Sunshine Coast Regional		2
Tecoh		2
Tecpán de Galeana		2
Tonowas		2
Tubuai Islands		2
Turner		2
Tyne and Wear		2
Ullensvang herad		2
Valenzuela		2
Viedma		2
Vordingborg Municipality		2
Vosges		2
Wabash		2
Wattle Range Council		2
West		2
Wiener Neustadt		2
Woleai		2
Yarra Ranges Shire		2
Yunlin		2
Zihuatanejo de Azueta		2
(South) Uthungulu DC		1
Adelaide City Council		1
Ahuachapán		1
Aigle		1
Ain		1
Al Qantarah Sharq		1
Alaçam		1
Albula		1
Allegan		1
Alvarado		1
Amite		1
Ampara		1
Anoka		1
Araguaçu		1
Arauco		1
Arbon		1
Ardèche		1
Ards		1
Arraial do Cabo		1
Ashley		1
Askvoll		1
Atlantic.		1
Atsimo-Atsinanana		1
Atsinanana		1
Audrain		1
Bagamoyo		1
Baghmalek		1
Bakırköy		1
Ballangen		1
Bartholomew		1
Bartow		1
Bass Islands		1
Båstad		1
Båtsfjord		1
Batu Bara		1
Baviácora		1
Bayahibe		1
Bear Lake		1
Beauharnois-Salaberry		1
Beirut		1
Bekasi		1
Beltrami		1
Benito Juárez		1
Berbera		1
Berrien		1
Bethel		1
Biak Numfor		1
Bjugn		1
Blanco		1
Boca		1
Bodø		1
bolesławiecki		1
Bømlo		1
Bosveld		1
Bradley		1
Brooklyn.		1
Buje		1
Butts		1
Byron Shire Council		1
Cabo de Santo Agostinho		1
Cabo Frio		1
Cachoeiras de Macacu		1
Caimito		1
Cajueiro da Praia		1
Callao		1
Canas		1
Capitanejo		1
Caraguatatuba		1
Cárdenas		1
Caribou		1
Caripe		1
Carmarthenshire		1
Cartagena		1
Carter		1
Casas		1
Cassowary Coast Regional		1
Castelló		1
Caucaia		1
Cayenne		1
Ceredigion		1
Český Krumlov		1
Chalileo		1
Charente		1
Chase		1
Chatham		1
chenango		1
Chiayi		1
Chippewa		1
Chomutov		1
Choró		1
choszczeński		1
Cianjur		1
Cienfuegos		1
City of Mandurah		1
City of Stirling		1
Ciudad Madero		1
Clarion		1
Codajás		1
Colorado Springs		1
Comuna 2		1
Constanța		1
Coronel Pringles		1
Cortland		1
Coshocton		1
County Clare		1
Crater		1
Creek		1
Cruz Bay		1
Cruz Salmeron Acosta		1
Currituck		1
Dagana		1
Dakar		1
Dalsland		1
Daman		1
đảo Bạch Long Vĩ		1
Davao del Norte		1
Davao del Sur		1
Daviess		1
Dawei		1
Den Helder		1
Denver		1
DeSoto		1
Detmold		1
Diamandveld		1
Diego Bautista Urbaneja		1
District Council of Barunga West		1
District Council of Mallala		1
Distrito Metropolitano de Quito		1
Dooly		1
Doubs		1
Dronten		1
duk		1
Dumfries and Galloway		1
Durango		1
Düsseldorf		1
dzierżoniowski		1
Dzilam de Bravo		1
East Riding of Yorkshire		1
Echternach		1
Eckerö		1
El Socorro		1
Elbert		1
ełcki		1
Elizovskiy		1
Empedrado		1
Esbjerg Municipality		1
Essonne		1
Esteban Arce		1
Eure-et-Loir		1
Faaborg-Midtfyn Municipality		1
Fairfield, Litchfield, or New Haven		1
Fanø		1
Favrskov Municipality		1
Flinders Council		1
Formosa		1
Frauenfeld		1
Frutigen		1
Furnas		1
Fusa		1
Gadsden		1
Garinskiy rayon		1
Gävleborg		1
General Alvarado		1
Ghar El Melh		1
Giles		1
giżycki		1
Glynn		1
Gnagna		1
Goiânia		1
Gómez		1
Gosford City Council		1
Gosper		1
Gotland		1
Governador Celso Ramos		1
Governador Valadares		1
Gran Sabana		1
Grand Turk		1
Graz		1
Great Lakes Council		1
Greater Hume Shire Council		1
Greeley		1
gryfiński		1
Guadalupe		1
Guarapari		1
Guédiawaye		1
Guimaras		1
Guldborgsund Municipality		1
Gulf		1
Gunung Kidul		1
Hadera		1
Hægebostad		1
Halayeb		1
Halifax Regional Municipality		1
Halsnæs Municipality		1
Hammerfest		1
Harlan		1
Harper		1
Hasvik		1
Hauts-de-Seine		1
Hempstead		1
Hérens		1
Hitchcock		1
Hjelmeland		1
Hội An		1
Horgen		1
Horsens Municipality		1
Hot Spring		1
Howell		1
Hudson.		1
Hunucmá		1
Hutchinson		1
Hvaler		1
Hwange		1
Hyde		1
Ijuí		1
Iloilo		1
Imuris		1
Indonesia		1
Inhangapi		1
Innsbruck-Land		1
Isla de Mona e Islote Monito		1
Itanhaém		1
jeleniogórski		1
Jenkins		1
Jindřichův Hradec District		1
Jobos		1
Juan Germán Roscio		1
Juana Díaz		1
Jura-Nord vaudois		1
Kabupaten Agam		1
Keith County		1
Kerteminde Municipality		1
Ketu		1
Kiên Hải		1
Kilifi		1
Kingston City		1
Kitikmeot Region		1
Køge Municipality		1
Kohlu		1
Köln		1
Kragerø		1
Kronoberg		1
Kuçovë		1
Kupang		1
Kvænangen		1
Kvalsund		1
Kvinnherad		1
Kwun Tong District		1
La Chorrera		1
La Costa		1
La Huerta		1
La Sarine		1
Lae		1
Lærdal		1
Lampasas		1
Lanai		1
Landskrona		1
Lau		1
Leelanau		1
Lemont		1
Lerdo		1
Levice		1
Lewis And Clark		1
Liberec District		1
Lima		1
Limburg		1
Linz		1
Livingston.		1
Lobería		1
Lochem		1
Loiret		1
Lomaiviti		1
Lombok Timur		1
Long		1
Lorain		1
Loup		1
Lower Niumi		1
Lurøy		1
Madolenimw Municipality		1
Magdalena		1
Malleco		1
Maraú		1
Mariel		1
Mariño		1
Marsa Alam		1
Martigny		1
Matanzas		1
Matosinhos		1
Mayagüez		1
McDuffie		1
Meagher		1
Mecklenburg		1
Medellín		1
Medianía Baja		1
Melhus		1
Mělník District		1
Mendrisio		1
Merseyside		1
Merzifon		1
Minaçu		1
Miradero		1
Miranda		1
Mississippi		1
Mohammédia		1
Molokai		1
Monmouthshire		1
Montauk		1
Moray		1
Morelia		1
Moreno		1
Morrill		1
Mount Waddington		1
Moyle		1
Mumbai		1
Münster		1
Musa Qala		1
Náchod District		1
Nambucca Shire Council		1
Namosi		1
Namur		1
Nanaimo		1
Nazca		1
NCR - National Capital Region		1
Neath Port Talbot		1
Necochea		1
Neuchâtel		1
Ngatipa Tapere		1
Niederbayern		1
Nièvre		1
Norbotten		1
Nord		1
Nord-Aurdal		1
Norquinco		1
North Bengkulu Regency		1
Nueva Ecija		1
Nyanga		1
Nyborg Municipality		1
Oberpfalz		1
Ocampo		1
Odda		1
Ogliastra		1
Oost-Vlaanderen		1
Ooststellingwerf		1
Općina Bakar		1
Örebro		1
Oregon		1
Øystre Slidr		1
Paita		1
Patagones		1
Pathein		1
Patuakhali District		1
Pedernales		1
Penha		1
Penobscot		1
Perry		1
Pesisir Selatan		1
Peterborough		1
Phelps		1
Phú Lộc		1
Pico		1
Pinneberg		1
Pirassununga		1
Pisco		1
Pitiquito		1
Piute		1
Plaine Corail-La Fouche Corail		1
Platonești		1
Poprad		1
Porangatu		1
Port Macquarie-Hastings Council		1
Port Phillip City		1
Porto Belo		1
Porto District		1
Poweshiek		1
Prachatice District		1
Prague-East District		1
Préfecture de Dabola		1
Prince		1
Prince Georges		1
Prince of Wales-Hyder Census Area		1
Province de Nador		1
Province des îles Loyauté		1
Provincia Constitucional del Callao		1
Provincia de Lima		1
Provincia de Sechura		1
Puy-de-Dôme		1
Raja Ampat		1
Ralls		1
Redcar and Cleveland		1
Redwood		1
Reimerswaal		1
Remanah		1
Reutte		1
Rheintal		1
Ribas do Rio Pardo		1
Ried im Innkreis		1
Ringkøbing-Skjern Municipality		1
Ringsted Municipality		1
Roatan		1
Rock		1
Rødøy		1
Rohrbach		1
Romsdal		1
Rooks		1
Røros		1
Rufisque		1
Russell		1
Rygge		1
Saanen		1
Sabinas Hidalgo		1
Saint Francois		1
Saint Lawrence		1
Sainte-Marie		1
Saline		1
Salvador		1
San Alberto		1
San Carlos		1
San Jorge		1
San Juan Ixcoy		1
San Luis Potosí		1
San Mateo.		1
San Patricio		1
San Pedro Pochutla		1
Sande		1
Sandino		1
Sandnes		1
Santa Ana		1
Santa Cruz del Norte		1
Santa Rosa		1
Santos		1
Sao Vicente		1
Sarganserland		1
Savusavu		1
Scottish Borders		1
Sel		1
Seward		1
Sfax Ville		1
Sharq at Tafriah		1
Shellharbour City Council		1
Shire of Coorow		1
Shire of Dundas		1
Shire of Esperance		1
Shire of Murchison		1
Shire of Roebourne		1
Simeulue		1
Simeulue Regency		1
Sincik		1
Sioux		1
Södermanland		1
Sogndal		1
Søgne		1
Solonópole		1
Sør-Varanger		1
Sorell Council		1
South Andaman		1
South Ayrshire		1
South Caicos and East Caicos		1
South Province		1
Ste. Genevieve		1
Steckborn		1
Stillwater		1
Stirling		1
Stockholms län		1
Stockton-on-Tees		1
Stord		1
Strakonice District		1
Strathcona		1
strzelecko-drezdenecki		1
Sucupira		1
Suez		1
Šumperk District		1
Sund		1
Surigao del Norte		1
Surnadal		1
Tabarka		1
Tacna		1
Tafi Viejo		1
Tallaboa Poniente		1
Tamiahua		1
Tampico		1
Tanga		1
Tangier-Assilah		1
Tarn		1
Tarragona		1
Tasikmalaya		1
Tauranga City		1
The Council of the City of Botany Bay		1
The Rural City of Murray Bridge		1
Tholen		1
Thomas		1
Tietê		1
Tinn		1
Tjøme		1
Tocópero		1
Todos Santos Cuchumatán		1
Tolland		1
Tønsberg		1
Třebíč District		1
Trincomalee		1
Tucker		1
Tulln		1
Turda		1
Turrialba		1
Última Esperanza		1
Urucuca		1
Vågsøy		1
Valle d'Aosta		1
Vangaindrano		1
Vaucluse		1
Vendée		1
Veracruz		1
Vernon		1
Vestnes		1
Vienne		1
Vikna		1
Villach-Land		1
Warrnambool City		1
Waterford		1
Weiz		1
Wellington City		1
West Caicos		1
West Medinipur		1
Wicklow		1
Willacy		1
Williamson		1
Winterthur		1
Wollongong City Council		1
Wright		1
Wyong Shire Council		1
Yau Tsim Mong District		1
Yellowstone		1
Zacapa		1
Žďár nad Sázavou District		1
Zielona Góra		1
